,player,hits,team,def_rank,games_played,1_hits_count,2_hits_count,3_hits_count,4_hits_count
1332,Pete Crow-Armstrong,1.0,BAL,12.0,1,1,0,0,0
1333,Akil Baddoo,0.0,CLE,2.0,1,0,0,0,0
1334,Miguel Amaya,0.0,BAL,12.0,1,0,0,0,0
1335,Jake Rogers,1.0,CLE,2.0,1,1,0,0,0
1336,Steven Kwan,1.0,DET,5.0,1,1,0,0,0
1337,Luis Arraez,1.0,SEA,1.0,1,1,0,0,0
1338,Angel Martinez,1.0,DET,5.0,1,1,0,0,0
1339,Jurickson Profar,1.0,SEA,1.0,1,1,0,0,0
1340,Jose Ramirez,1.0,DET,5.0,1,1,0,0,0
1341,Jake Cronenworth,1.0,SEA,1.0,1,1,0,0,0
1342,Josh Naylor,1.0,DET,5.0,1,1,0,0,0
1343,Manny Machado,0.0,SEA,1.0,1,0,0,0,0
1344,David Fry,0.0,DET,5.0,1,0,0,0,0
1345,Bryce Johnson,0.0,SEA,1.0,1,0,0,0,0
1346,Gabriel Arias,0.0,ATL,8.0,1,0,0,0,0
1347,Donovan Solano,1.0,CIN,13.0,1,1,0,0,0
1348,Andres Gimenez,1.0,DET,5.0,1,1,0,0,0
1349,Jackson Merrill,1.0,SEA,1.0,1,1,0,0,0
1350,Daniel Schneemann,1.0,DET,5.0,1,1,0,0,0
1351,David Peralta,1.0,SEA,1.0,1,1,0,0,0
1352,Tyler Freeman,0.0,DET,5.0,1,0,0,0,0
1353,Ha-Seong Kim,0.0,SEA,1.0,1,0,0,0,0
1354,Brayan Rocchio,0.0,DET,5.0,1,0,0,0,0
1355,Brett Sullivan,0.0,SEA,1.0,1,0,0,0,0
1356,Bo Naylor,1.0,DET,5.0,1,1,0,0,0
1357,Yandy Diaz,1.0,NYY,6.0,1,1,0,0,0
1358,Jhonkensy Noel,0.0,DET,5.0,1,0,0,0,0
1359,Brandon Lowe,2.0,NYY,6.0,1,1,1,0,0
1360,Austin Hedges,0.0,DET,5.0,1,0,0,0,0
1361,Isaac Paredes,0.0,NYY,6.0,1,0,0,0,0
1362,J.P. Crawford,0.0,SDP,11.0,1,0,0,0,0
1363,Josh Lowe,0.0,NYY,6.0,1,0,0,0,0
1364,Mitch Garver,0.0,SDP,11.0,1,0,0,0,0
1365,Randy Arozarena,1.0,NYY,6.0,1,1,0,0,0
1366,Luke Raley,1.0,SDP,11.0,1,1,0,0,0
1367,Richie Palacios,1.0,NYY,6.0,1,1,0,0,0
1368,Julio Rodriguez,0.0,SDP,11.0,1,0,0,0,0
1369,Jose Siri,1.0,NYY,6.0,1,1,0,0,0
1370,Cal Raleigh,0.0,SDP,11.0,1,0,0,0,0
1371,Ben Rortvedt,2.0,NYY,6.0,1,1,1,0,0
1372,Ty France,1.0,SDP,11.0,1,1,0,0,0
1373,Jonny DeLuca,0.0,NYY,6.0,1,0,0,0,0
1374,Jorge Polanco,1.0,SDP,11.0,1,1,0,0,0
1375,Alex Jackson,0.0,NYY,6.0,1,0,0,0,0
1376,Ryan Bliss,0.0,SDP,11.0,1,0,0,0,0
1377,Taylor Walls,2.0,NYY,6.0,1,1,1,0,0
1378,Josh Rojas,0.0,SDP,11.0,1,0,0,0,0
1379,Kyle Schwarber,1.0,LAD,7.0,1,1,0,0,0
1380,Dylan Moore,1.0,SDP,11.0,1,1,0,0,0
1381,Trea Turner,2.0,LAD,7.0,1,1,1,0,0
1382,Alex Verdugo,0.0,TBR,9.0,1,0,0,0,0
1383,Alec Bohm,1.0,LAD,7.0,1,1,0,0,0
1384,Juan Soto,2.0,TBR,9.0,1,1,1,0,0
1385,Bryson Stott,2.0,LAD,7.0,1,1,1,0,0
1386,Aaron Judge,1.0,CHC,14.0,1,1,0,0,0
1387,Nick Castellanos,1.0,LAD,7.0,1,1,0,0,0
1388,Ben Rice,0.0,TBR,9.0,1,0,0,0,0
1389,Oswaldo Cabrera,0.0,SEA,1.0,1,0,0,0,0
1390,Edmundo Sosa,1.0,LAD,7.0,1,1,0,0,0
1391,Gleyber Torres,1.0,TBR,9.0,1,1,0,0,0
1392,Whit Merrifield,1.0,BAL,12.0,1,1,0,0,0
1393,Anthony Volpe,1.0,TBR,9.0,1,1,0,0,0
1394,Josh Rojas,0.0,LAD,7.0,1,0,0,0,0
1395,Trent Grisham,1.0,TBR,9.0,1,1,0,0,0
1396,Garrett Stubbs,0.0,LAD,7.0,1,0,0,0,0
1397,Jose Trevino,0.0,TBR,9.0,1,0,0,0,0
1398,DJ LeMahieu,0.0,TBR,9.0,1,0,0,0,0
1399,Spencer Steer,0.0,SDP,11.0,1,0,0,0,0
1400,Ryan O'Hearn,0.0,ATL,8.0,1,0,0,0,0
1401,James Outman,0.0,SEA,1.0,1,0,0,0,0
1402,Ezequiel Tovar,2.0,CIN,13.0,1,1,1,0,0
1403,Brendan Rodgers,0.0,CIN,13.0,1,0,0,0,0
1404,Ryan McMahon,1.0,CIN,13.0,1,1,0,0,0
1405,Elias Diaz,2.0,CIN,13.0,1,1,1,0,0
1406,Brenton Doyle,1.0,CIN,13.0,1,1,0,0,0
1407,Jake Cave,2.0,BAL,12.0,1,1,1,0,0
1408,Michael Toglia,0.0,CIN,13.0,1,0,0,0,0
1409,Nolan Jones,2.0,CIN,13.0,1,1,1,0,0
1410,Sam Hilliard,2.0,CIN,13.0,1,1,1,0,0
1411,J.D. Martinez,1.0,NYM,3.0,1,1,0,0,0
1412,Jeff McNeil,0.0,CLE,2.0,1,0,0,0,0
1413,Brett Harris,0.0,CIN,13.0,1,0,0,0,0
1414,CJ Abrams,0.0,NYM,3.0,1,0,0,0,0
1415,James Wood,0.0,NYM,3.0,1,0,0,0,0
1416,Jesse Winker,0.0,NYM,3.0,1,0,0,0,0
1417,Brendan Donovan,2.0,KCR,15.0,1,1,1,0,0
1418,Keibert Ruiz,1.0,NYM,3.0,1,1,0,0,0
1419,William Contreras,1.0,KCR,15.0,1,1,0,0,0
1420,Luis Garcia Jr.,1.0,NYM,3.0,1,1,0,0,0
1421,Alec Burleson,1.0,KCR,15.0,1,1,0,0,0
1422,Lane Thomas,1.0,NYM,3.0,1,1,0,0,0
1423,Paul Goldschmidt,1.0,KCR,15.0,1,1,0,0,0
1424,Juan Yepez,1.0,NYM,3.0,1,1,0,0,0
1425,Lars Nootbaar,2.0,KCR,15.0,1,1,1,0,0
1426,Ildemaro Vargas,1.0,NYM,3.0,1,1,0,0,0
1427,Nolan Arenado,0.0,KCR,15.0,1,0,0,0,0
1428,Nolan Gorman,1.0,KCR,15.0,1,1,0,0,0
1429,Brandon Crawford,0.0,KCR,15.0,1,0,0,0,0
1430,Maikel Garcia,0.0,MIL,10.0,1,0,0,0,0
1431,Masyn Winn,1.0,KCR,15.0,1,1,0,0,0
1432,Michael Siani,0.0,KCR,15.0,1,0,0,0,0
1433,Dylan Carlson,1.0,KCR,15.0,1,1,0,0,0
1434,Matt Carpenter,0.0,KCR,15.0,1,0,0,0,0
1435,Jose Altuve,1.0,NYY,6.0,1,1,0,0,0
1436,Jazz Chisholm Jr.,0.0,HOU,4.0,1,0,0,0,0
1437,Vidal Brujan,0.0,HOU,4.0,1,0,0,0,0
1438,Bryan De La Cruz,1.0,HOU,4.0,1,1,0,0,0
1439,Jeremy Pena,1.0,BAL,12.0,1,1,0,0,0
1440,Jake Burger,0.0,HOU,4.0,1,0,0,0,0
1441,Josh Bell,1.0,HOU,4.0,1,1,0,0,0
1442,Nick Gordon,0.0,HOU,4.0,1,0,0,0,0
1443,Dane Myers,1.0,TBR,9.0,1,1,0,0,0
1444,Emmanuel Rivera,0.0,HOU,4.0,1,0,0,0,0
1445,Jonah Bride,1.0,HOU,4.0,1,1,0,0,0
1446,Xavier Edwards,2.0,HOU,4.0,1,1,1,0,0
1447,Ali Sanchez,0.0,HOU,4.0,1,0,0,0,0
1448,Andrew McCutchen,0.0,MIL,10.0,1,0,0,0,0
1449,Bryan Reynolds,1.0,MIL,10.0,1,1,0,0,0
1450,Rowdy Tellez,1.0,MIL,10.0,1,1,0,0,0
1451,Connor Joe,0.0,MIL,10.0,1,0,0,0,0
1452,Nick Gonzales,0.0,MIL,10.0,1,0,0,0,0
1453,Joshua Palacios,1.0,MIL,10.0,1,1,0,0,0
1454,Ke'Bryan Hayes,0.0,MIL,10.0,1,0,0,0,0
1455,Jack Suwinski,0.0,MIL,10.0,1,0,0,0,0
1456,Joey Bart,0.0,MIL,10.0,1,0,0,0,0
1457,Jared Triolo,1.0,MIL,10.0,1,1,0,0,0
1458,Corbin Carroll,1.0,ATL,8.0,1,1,0,0,0
1459,Ketel Marte,2.0,ATL,8.0,1,1,1,0,0
1460,Joc Pederson,0.0,ATL,8.0,1,0,0,0,0
1461,Christian Walker,0.0,ATL,8.0,1,0,0,0,0
1462,Lourdes Gurriel Jr.,0.0,ATL,8.0,1,0,0,0,0
1463,Geraldo Perdomo,3.0,ATL,8.0,1,1,1,1,0
1464,Eugenio Suarez,2.0,ATL,8.0,1,1,1,0,0
1465,Alek Thomas,0.0,ATL,8.0,1,0,0,0,0
1466,Jose Herrera,1.0,ATL,8.0,1,1,0,0,0
1467,Matt Chapman,1.0,SEA,1.0,1,1,0,0,0
1468,Wenceel Perez,1.0,CLE,2.0,1,1,0,0,0
1469,Colt Keith,0.0,CLE,2.0,1,0,0,0,0
1470,Matt Vierling,2.0,CLE,2.0,1,1,1,0,0
1471,Andy Ibanez,0.0,CLE,2.0,1,0,0,0,0
1472,Riley Greene,3.0,CLE,2.0,1,1,1,1,0
1473,Akil Baddoo,0.0,CLE,2.0,1,0,0,0,0
1474,Steven Kwan,1.0,DET,5.0,1,1,0,0,0
1475,Carson Kelly,1.0,CLE,2.0,1,1,0,0,0
1476,Jhonkensy Noel,0.0,DET,5.0,1,0,0,0,0
1477,Zach McKinstry,0.0,CLE,2.0,1,0,0,0,0
1478,Angel Martinez,0.0,DET,5.0,1,0,0,0,0
1479,Gio Urshela,2.0,CLE,2.0,1,1,1,0,0
1480,Jose Ramirez,0.0,DET,5.0,1,0,0,0,0
1481,Javier Baez,1.0,CLE,2.0,1,1,0,0,0
1482,Austin Hedges,0.0,DET,5.0,1,0,0,0,0
1483,Justyn-Henry Malloy,1.0,CLE,2.0,1,1,0,0,0
1484,Daniel Schneemann,0.0,DET,5.0,1,0,0,0,0
1485,Andres Gimenez,0.0,DET,5.0,1,0,0,0,0
1486,Tyler Freeman,1.0,ATL,8.0,1,1,0,0,0
1487,Will Brennan,0.0,DET,5.0,1,0,0,0,0
1488,Bo Naylor,1.0,DET,5.0,1,1,0,0,0
1489,Brayan Rocchio,0.0,DET,5.0,1,0,0,0,0
1490,Ezequiel Tovar,1.0,CIN,13.0,1,1,0,0,0
1491,Brendan Rodgers,0.0,CIN,13.0,1,0,0,0,0
1492,Ryan McMahon,0.0,CIN,13.0,1,0,0,0,0
1493,Aaron Schunk,0.0,CIN,13.0,1,0,0,0,0
1494,Brandon Nimmo,1.0,CLE,2.0,1,1,0,0,0
1495,Brenton Doyle,0.0,CIN,13.0,1,0,0,0,0
1496,Jake Cave,0.0,BAL,12.0,1,0,0,0,0
1497,Pete Alonso,2.0,NYM,3.0,1,1,1,0,0
1498,Jacob Stallings,0.0,CIN,13.0,1,0,0,0,0
1499,Michael Toglia,1.0,CIN,13.0,1,1,0,0,0
1500,Nolan Jones,1.0,CIN,13.0,1,1,0,0,0
1501,Hunter Goodman,0.0,CIN,13.0,1,0,0,0,0
1502,Sam Hilliard,0.0,CIN,13.0,1,0,0,0,0
1503,CJ Abrams,0.0,NYM,3.0,1,0,0,0,0
1504,Lane Thomas,2.0,NYM,3.0,1,1,1,0,0
1505,James Wood,1.0,NYM,3.0,1,1,0,0,0
1506,Jesse Winker,0.0,NYM,3.0,1,0,0,0,0
1507,Riley Adams,0.0,NYM,3.0,1,0,0,0,0
1508,Juan Yepez,1.0,NYM,3.0,1,1,0,0,0
1509,Luis Garcia Jr.,1.0,NYM,3.0,1,1,0,0,0
1510,Jacob Young,0.0,NYM,3.0,1,0,0,0,0
1511,Andrew McCutchen,1.0,MIL,10.0,1,1,0,0,0
1512,Bryan Reynolds,0.0,MIL,10.0,1,0,0,0,0
1513,Oneil Cruz,1.0,MIL,10.0,1,1,0,0,0
1514,Rowdy Tellez,1.0,MIL,10.0,1,1,0,0,0
1515,Michael Conforto,0.0,SEA,1.0,1,0,0,0,0
1516,Connor Joe,0.0,MIL,10.0,1,0,0,0,0
1517,Nick Gonzales,1.0,MIL,10.0,1,1,0,0,0
1518,Joshua Palacios,0.0,MIL,10.0,1,0,0,0,0
1519,Ke'Bryan Hayes,1.0,MIL,10.0,1,1,0,0,0
1520,Thairo Estrada,0.0,LAD,7.0,1,0,0,0,0
1521,Jack Suwinski,0.0,MIL,10.0,1,0,0,0,0
1522,Michael A. Taylor,0.0,MIL,10.0,1,0,0,0,0
1523,Kyle Schwarber,1.0,LAD,7.0,1,1,0,0,0
1524,Yasmani Grandal,1.0,MIL,10.0,1,1,0,0,0
1525,Trea Turner,2.0,LAD,7.0,1,1,1,0,0
1526,George Springer,1.0,ATL,8.0,1,1,0,0,0
1527,Bryce Harper,1.0,LAD,7.0,1,1,0,0,0
1528,Alec Bohm,1.0,LAD,7.0,1,1,0,0,0
1529,Bryson Stott,1.0,LAD,7.0,1,1,0,0,0
1530,Nick Castellanos,1.0,LAD,7.0,1,1,0,0,0
1531,Brandon Marsh,2.0,LAD,7.0,1,1,1,0,0
1532,Garrett Stubbs,0.0,LAD,7.0,1,0,0,0,0
1533,Gunnar Henderson,0.0,CHC,14.0,1,0,0,0,0
1534,Adley Rutschman,0.0,CHC,14.0,1,0,0,0,0
1535,Heston Kjerstad,0.0,CHC,14.0,1,0,0,0,0
1536,Ryan Mountcastle,1.0,CHC,14.0,1,1,0,0,0
1537,Colton Cowser,0.0,CHC,14.0,1,0,0,0,0
1538,Anthony Santander,1.0,TBR,9.0,1,1,0,0,0
1539,Jordan Westburg,1.0,CHC,14.0,1,1,0,0,0
1540,Austin Hays,0.0,CHC,14.0,1,0,0,0,0
1541,Jorge Mateo,1.0,CHC,14.0,1,1,0,0,0
1542,Miguel Vargas,0.0,SEA,1.0,1,0,0,0,0
1543,Cedric Mullins,0.0,CHC,14.0,1,0,0,0,0
1544,James McCann,1.0,CHC,14.0,1,1,0,0,0
1545,Yandy Diaz,2.0,NYY,6.0,1,1,1,0,0
1546,Randy Arozarena,1.0,NYY,6.0,1,1,0,0,0
1547,Nico Hoerner,2.0,BAL,12.0,1,1,1,0,0
1548,Brandon Lowe,3.0,NYY,6.0,1,1,1,1,0
1549,Michael Busch,2.0,BAL,12.0,1,1,1,0,0
1550,Isaac Paredes,0.0,NYY,6.0,1,0,0,0,0
1551,Seiya Suzuki,3.0,BAL,12.0,1,1,1,1,0
1552,Amed Rosario,1.0,NYY,6.0,1,1,0,0,0
1553,Ian Happ,1.0,BAL,12.0,1,1,0,0,0
1554,Josh Lowe,0.0,NYY,6.0,1,0,0,0,0
1555,Alexander Canario,0.0,BAL,12.0,1,0,0,0,0
1556,Taylor Walls,0.0,NYY,6.0,1,0,0,0,0
1557,Christopher Morel,0.0,BAL,12.0,1,0,0,0,0
1558,Jose Siri,1.0,NYY,6.0,1,1,0,0,0
1559,Dansby Swanson,2.0,BAL,12.0,1,1,1,0,0
1560,Jose Caballero,0.0,NYY,6.0,1,0,0,0,0
1561,Jonny DeLuca,1.0,NYY,6.0,1,1,0,0,0
1562,Miles Mastrobuoni,2.0,BAL,12.0,1,1,1,0,0
1563,Alex Jackson,0.0,NYY,6.0,1,0,0,0,0
1564,Pete Crow-Armstrong,0.0,BAL,12.0,1,0,0,0,0
1565,Ben Rortvedt,0.0,NYY,6.0,1,0,0,0,0
1566,Tomas Nido,1.0,BAL,12.0,1,1,0,0,0
1567,Alex Verdugo,1.0,TBR,9.0,1,1,0,0,0
1568,Juan Soto,2.0,SEA,1.0,1,1,1,0,0
1569,Aaron Judge,0.0,TBR,9.0,1,0,0,0,0
1570,Ben Rice,1.0,CHC,14.0,1,1,0,0,0
1571,Gleyber Torres,1.0,CIN,13.0,1,1,0,0,0
1572,Austin Wells,2.0,TBR,9.0,1,1,1,0,0
1573,Jose Trevino,0.0,TBR,9.0,1,0,0,0,0
1574,Anthony Volpe,0.0,TBR,9.0,1,0,0,0,0
1575,Trent Grisham,0.0,TBR,9.0,1,0,0,0,0
1576,Oswaldo Cabrera,1.0,TBR,9.0,1,1,0,0,0
1577,Jose Altuve,0.0,NYY,6.0,1,0,0,0,0
1578,Jon Singleton,1.0,NYY,6.0,1,1,0,0,0
1579,Max Schuemann,1.0,CIN,13.0,1,1,0,0,0
1580,Jazz Chisholm Jr.,1.0,HOU,4.0,1,1,0,0,0
1581,Anthony Rendon,1.0,SEA,1.0,1,1,0,0,0
1582,Bryan De La Cruz,3.0,HOU,4.0,1,1,1,1,0
1583,Nolan Schanuel,0.0,SEA,1.0,1,0,0,0,0
1584,Josh Bell,1.0,TBR,9.0,1,1,0,0,0
1585,Taylor Ward,0.0,SEA,1.0,1,0,0,0,0
1586,Juan Soto,2.0,HOU,4.0,1,1,1,0,0
1587,Kevin Pillar,1.0,SEA,1.0,1,1,0,0,0
1588,Jake Burger,1.0,HOU,4.0,1,1,0,0,0
1589,Jo Adell,0.0,SEA,1.0,1,0,0,0,0
1590,Logan O'Hoppe,0.0,SEA,1.0,1,0,0,0,0
1591,Nick Gordon,1.0,HOU,4.0,1,1,0,0,0
1592,Brandon Drury,0.0,SEA,1.0,1,0,0,0,0
1593,Vidal Brujan,0.0,HOU,4.0,1,0,0,0,0
1594,Keston Hiura,0.0,CIN,13.0,1,0,0,0,0
1595,Dane Myers,0.0,HOU,4.0,1,0,0,0,0
1596,Mickey Moniak,2.0,SEA,1.0,1,1,1,0,0
1597,Nick Fortes,1.0,HOU,4.0,1,1,0,0,0
1598,Willie Calhoun,0.0,SEA,1.0,1,0,0,0,0
1599,Zach Neto,1.0,SEA,1.0,1,1,0,0,0
1600,Ketel Marte,2.0,ATL,8.0,1,1,1,0,0
1601,Gabriel Moreno,1.0,ATL,8.0,1,1,0,0,0
1602,Randal Grichuk,1.0,ATL,8.0,1,1,0,0,0
1603,Alek Thomas,0.0,ATL,8.0,1,0,0,0,0
1604,Christian Walker,0.0,ATL,8.0,1,0,0,0,0
1605,Jake McCarthy,1.0,ATL,8.0,1,1,0,0,0
1606,Eugenio Suarez,1.0,ATL,8.0,1,1,0,0,0
1607,Corbin Carroll,0.0,ATL,8.0,1,0,0,0,0
1608,Kevin Newman,0.0,ATL,8.0,1,0,0,0,0
1609,Geraldo Perdomo,0.0,ATL,8.0,1,0,0,0,0
1610,Andy Ibanez,0.0,LAD,7.0,1,0,0,0,0
1611,Colt Keith,0.0,LAD,7.0,1,0,0,0,0
1612,Justyn-Henry Malloy,2.0,LAD,7.0,1,1,1,0,0
1613,Wenceel Perez,1.0,LAD,7.0,1,1,0,0,0
1614,Matt Vierling,0.0,LAD,7.0,1,0,0,0,0
1615,Riley Greene,1.0,LAD,7.0,1,1,0,0,0
1616,Mark Canha,2.0,LAD,7.0,1,1,1,0,0
1617,Javier Baez,0.0,LAD,7.0,1,0,0,0,0
1618,Gio Urshela,0.0,LAD,7.0,1,0,0,0,0
1619,Ryan Vilade,2.0,ATL,8.0,1,1,1,0,0
1620,Shohei Ohtani,1.0,DET,5.0,1,1,0,0,0
1621,Will Smith,1.0,DET,5.0,1,1,0,0,0
1622,Freddie Freeman,2.0,DET,5.0,1,1,1,0,0
1623,Teoscar Hernandez,1.0,DET,5.0,1,1,0,0,0
1624,Miguel Rojas,1.0,DET,5.0,1,1,0,0,0
1625,Andy Pages,1.0,DET,5.0,1,1,0,0,0
1626,Miguel Vargas,0.0,DET,5.0,1,0,0,0,0
1627,James Outman,0.0,DET,5.0,1,0,0,0,0
1628,Austin Barnes,1.0,ATL,8.0,1,1,0,0,0
1629,Cavan Biggio,0.0,DET,5.0,1,0,0,0,0
1630,Ryan O'Hearn,0.0,DET,5.0,1,0,0,0,0
1631,Yandy Diaz,3.0,CLE,2.0,1,1,1,1,0
1632,Gavin Lux,0.0,DET,5.0,1,0,0,0,0
1633,Brandon Lowe,1.0,CLE,2.0,1,1,0,0,0
1634,Randy Arozarena,1.0,CLE,2.0,1,1,0,0,0
1635,Isaac Paredes,0.0,CLE,2.0,1,0,0,0,0
1636,Miguel Andujar,1.0,SEA,1.0,1,1,0,0,0
1637,Josh Lowe,2.0,CLE,2.0,1,1,1,0,0
1638,Jose Siri,0.0,CLE,2.0,1,0,0,0,0
1639,Taylor Walls,0.0,CLE,2.0,1,0,0,0,0
1640,Richie Palacios,0.0,CLE,2.0,1,0,0,0,0
1641,Alex Jackson,2.0,CLE,2.0,1,1,1,0,0
1642,Gunnar Henderson,1.0,NYY,6.0,1,1,0,0,0
1643,Adley Rutschman,0.0,NYY,6.0,1,0,0,0,0
1644,Anthony Santander,1.0,NYY,6.0,1,1,0,0,0
1645,Ryan O'Hearn,0.0,NYY,6.0,1,0,0,0,0
1646,Jordan Westburg,0.0,NYY,6.0,1,0,0,0,0
1647,Steven Kwan,1.0,TBR,9.0,1,1,0,0,0
1648,Heston Kjerstad,1.0,NYY,6.0,1,1,0,0,0
1649,Angel Martinez,0.0,TBR,9.0,1,0,0,0,0
1650,Austin Hays,0.0,NYY,6.0,1,0,0,0,0
1651,Jose Ramirez,1.0,SEA,1.0,1,1,0,0,0
1652,Ryan Mountcastle,1.0,NYY,6.0,1,1,0,0,0
1653,Josh Naylor,0.0,CHC,14.0,1,0,0,0,0
1654,Cedric Mullins,1.0,NYY,6.0,1,1,0,0,0
1655,Jhonkensy Noel,1.0,TBR,9.0,1,1,0,0,0
1656,Ramon Urias,1.0,NYY,6.0,1,1,0,0,0
1657,Andres Gimenez,0.0,TBR,9.0,1,0,0,0,0
1658,Daniel Schneemann,2.0,TBR,9.0,1,1,1,0,0
1659,Tyler Freeman,0.0,TBR,9.0,1,0,0,0,0
1660,Austin Hedges,0.0,TBR,9.0,1,0,0,0,0
1661,David Fry,0.0,TBR,9.0,1,0,0,0,0
1662,Francisco Alvarez,1.0,SDP,11.0,1,1,0,0,0
1663,Bo Naylor,0.0,TBR,9.0,1,0,0,0,0
1664,DJ LeMahieu,0.0,BAL,12.0,1,0,0,0,0
1665,Juan Soto,2.0,BAL,12.0,1,1,1,0,0
1666,Aaron Judge,1.0,BAL,12.0,1,1,0,0,0
1667,Ben Rice,0.0,BAL,12.0,1,0,0,0,0
1668,Oswaldo Cabrera,0.0,BAL,12.0,1,0,0,0,0
1669,Rob Refsnyder,1.0,KCR,15.0,1,1,0,0,0
1670,Gleyber Torres,0.0,BAL,12.0,1,0,0,0,0
1671,Wilyer Abreu,0.0,KCR,15.0,1,0,0,0,0
1672,Jarren Duran,0.0,KCR,15.0,1,0,0,0,0
1673,Anthony Volpe,1.0,BAL,12.0,1,1,0,0,0
1674,Tyler O'Neill,0.0,KCR,15.0,1,0,0,0,0
1675,Jose Trevino,2.0,BAL,12.0,1,1,1,0,0
1676,Rafael Devers,1.0,KCR,15.0,1,1,0,0,0
1677,Austin Wells,0.0,BAL,12.0,1,0,0,0,0
1678,Connor Wong,0.0,KCR,15.0,1,0,0,0,0
1679,Jahmai Jones,1.0,BAL,12.0,1,1,0,0,0
1680,Romy Gonzalez,0.0,KCR,15.0,1,0,0,0,0
1681,Charlie Blackmon,1.0,NYM,3.0,1,1,0,0,0
1682,Dominic Smith,0.0,KCR,15.0,1,0,0,0,0
1683,Aaron Schunk,0.0,NYM,3.0,1,0,0,0,0
1684,Jamie Westbrook,1.0,KCR,15.0,1,1,0,0,0
1685,Ezequiel Tovar,2.0,NYM,3.0,1,1,1,0,0
1686,Ceddanne Rafaela,2.0,KCR,15.0,1,1,1,0,0
1687,Ryan McMahon,1.0,NYM,3.0,1,1,0,0,0
1688,David Hamilton,0.0,KCR,15.0,1,0,0,0,0
1689,Elias Diaz,0.0,NYM,3.0,1,0,0,0,0
1690,Jonathan India,1.0,NYY,6.0,1,1,0,0,0
1691,Brenton Doyle,1.0,NYM,3.0,1,1,0,0,0
1692,Michael Toglia,1.0,NYM,3.0,1,1,0,0,0
1693,Hunter Goodman,0.0,NYM,3.0,1,0,0,0,0
1694,Tyler Stephenson,0.0,NYY,6.0,1,0,0,0,0
1695,Jake Cave,0.0,NYM,3.0,1,0,0,0,0
1696,Jake Fraley,1.0,BAL,12.0,1,1,0,0,0
1697,Sam Hilliard,1.0,NYM,3.0,1,1,0,0,0
1698,MJ Melendez,3.0,CIN,13.0,1,1,1,1,0
1699,Jazz Chisholm Jr.,0.0,CIN,13.0,1,0,0,0,0
1700,Xavier Edwards,2.0,CIN,13.0,1,1,1,0,0
1701,Bryan De La Cruz,1.0,CIN,13.0,1,1,0,0,0
1702,Josh Bell,1.0,CIN,13.0,1,1,0,0,0
1703,Juan Soto,1.0,CIN,13.0,1,1,0,0,0
1704,Emmanuel Rivera,1.0,CIN,13.0,1,1,0,0,0
1705,Nick Gordon,2.0,CIN,13.0,1,1,1,0,0
1706,Vidal Brujan,1.0,CIN,13.0,1,1,0,0,0
1707,Ali Sanchez,2.0,CIN,13.0,1,1,1,0,0
1708,Andrew McCutchen,1.0,KCR,15.0,1,1,0,0,0
1709,Nick Gonzales,1.0,BAL,12.0,1,1,0,0,0
1710,Christian Yelich,0.0,CLE,2.0,1,0,0,0,0
1711,Joey Bart,1.0,KCR,15.0,1,1,0,0,0
1712,Willy Adames,1.0,NYM,3.0,1,1,0,0,0
1713,Marcus Semien,3.0,HOU,4.0,1,1,1,1,0
1714,Corey Seager,2.0,HOU,4.0,1,1,1,0,0
1715,Josh Smith,0.0,HOU,4.0,1,0,0,0,0
1716,Wyatt Langford,0.0,TBR,9.0,1,0,0,0,0
1717,Masyn Winn,0.0,CHC,14.0,1,0,0,0,0
1718,Adolis Garcia,1.0,HOU,4.0,1,1,0,0,0
1719,Alec Burleson,1.0,CHC,14.0,1,1,0,0,0
1720,Nathaniel Lowe,0.0,HOU,4.0,1,0,0,0,0
1721,William Contreras,1.0,CHC,14.0,1,1,0,0,0
1722,Jonah Heim,0.0,HOU,4.0,1,0,0,0,0
1723,Paul Goldschmidt,1.0,CHC,14.0,1,1,0,0,0
1724,Leody Taveras,0.0,HOU,4.0,1,0,0,0,0
1725,Brendan Donovan,1.0,TBR,9.0,1,1,0,0,0
1726,Derek Hill,0.0,HOU,4.0,1,0,0,0,0
1727,Nolan Arenado,0.0,CHC,14.0,1,0,0,0,0
1728,Travis Jankowski,1.0,HOU,4.0,1,1,0,0,0
1729,Lars Nootbaar,2.0,CHC,14.0,1,1,1,0,0
1730,Robbie Grossman,0.0,HOU,4.0,1,0,0,0,0
1731,Nolan Gorman,0.0,CHC,14.0,1,0,0,0,0
1732,CJ Abrams,1.0,MIL,10.0,1,1,0,0,0
1733,Michael Siani,0.0,CHC,14.0,1,0,0,0,0
1734,James Wood,1.0,MIL,10.0,1,1,0,0,0
1735,Matt Carpenter,0.0,CHC,14.0,1,0,0,0,0
1736,Lane Thomas,1.0,MIL,10.0,1,1,0,0,0
1737,Dylan Carlson,0.0,CHC,14.0,1,0,0,0,0
1738,Jesse Winker,2.0,MIL,10.0,1,1,1,0,0
1739,Anthony Rendon,1.0,SEA,1.0,1,1,0,0,0
1740,Juan Yepez,2.0,MIL,10.0,1,1,1,0,0
1741,Nolan Schanuel,1.0,SEA,1.0,1,1,0,0,0
1742,Luis Garcia Jr.,1.0,MIL,10.0,1,1,0,0,0
1743,Taylor Ward,0.0,SEA,1.0,1,0,0,0,0
1744,Keibert Ruiz,1.0,MIL,10.0,1,1,0,0,0
1745,Willie Calhoun,2.0,SEA,1.0,1,1,1,0,0
