away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
J. TrioloSS,3,0,0,0,0,0,1,.140,.206,.193,V. Scott IICF,3,0,1,0,0,0,1,.286,.352,.411
cJ. BartPH,1,0,0,0,0,0,0,.273,.407,.375,team,27,2,4,2,0,4,8,,,
L. Peguero2B,3,0,1,0,0,0,0,.333,.333,.333,,,,,,,,,,,
H. DavisC,2,0,0,0,0,1,1,.133,.212,.233,,,,,,,,,,,
team,31,1,4,1,0,3,9,,,,,,,,,,,,,,
B. BichetteSS,5,0,0,0,0,0,3,.278,.313,.371,Z. NetoSS,3,2,1,0,0,1,1,.290,.323,.565
V. Guerrero Jr.1B,3,1,1,0,0,1,1,.275,.362,.412,N. Schanuel1B,3,1,0,0,0,0,0,.237,.313,.351
A. SantanderRF,4,1,1,1,1,0,2,.180,.267,.331,J. SolerDH,4,0,0,0,0,0,1,.221,.281,.426
G. SpringerDH,4,1,2,2,1,0,1,.316,.419,.541,T. WardLF,3,2,2,2,1,1,1,.188,.234,.391
A. KirkC,4,0,2,0,0,0,0,.269,.294,.356,L. O'HoppeC,4,1,3,1,0,0,1,.294,.333,.569
D. VarshoCF,4,0,0,0,0,0,3,.167,.286,.500,Y. Moncada3B,4,1,1,3,1,0,0,.200,.355,.400
E. Clement3B,4,0,1,0,0,0,1,.224,.256,.282,L. Rengifo2B,4,0,0,0,0,0,1,.214,.244,.282
M. StrawLF,3,0,1,0,0,0,0,.273,.310,.382,G. CamperoRF,1,0,0,0,0,1,0,.200,.333,.200
aN. LukesPH,1,0,0,0,0,0,0,.267,.382,.378,J. AdellRF,2,1,1,1,1,0,0,.183,.224,.323
A. Gimenez2B,4,0,1,0,0,0,0,.192,.271,.304,K. ParisCF,4,0,1,0,0,0,1,.213,.293,.438
team,36,3,9,3,2,1,11,,,,team,32,8,9,7,3,3,6,,,
F. LindorSS,3,0,0,0,0,1,0,.283,.355,.462,K. Marte2B,5,0,0,0,0,0,2,.268,.388,.341
J. SotoRF,2,0,0,0,0,2,0,.254,.384,.433,C. CarrollRF,3,1,1,0,0,1,1,.288,.355,.588
P. Alonso1B,3,0,0,1,0,1,3,.341,.463,.659,R. GrichukDH,3,1,0,0,0,0,1,.204,.259,.352
S. MarteDH,4,0,1,0,0,0,1,.188,.293,.313,aP. SmithPH-DH,1,0,0,0,0,0,0,.298,.438,.548
B. NimmoLF,4,0,0,0,0,0,0,.211,.272,.406,E. Suarez3B,3,0,1,0,0,1,0,.202,.288,.473
M. Vientos3B,4,0,1,0,0,0,1,.220,.301,.370,J. Naylor1B,1,2,0,2,0,1,0,.308,.387,.469
J. McNeil2B,3,0,0,0,0,0,0,.219,.278,.375,L. Gurriel Jr.LF,4,1,3,2,1,0,0,.219,.246,.422
F. AlvarezC,3,0,2,0,0,0,1,.314,.385,.429,G. PerdomoSS,3,0,0,1,0,1,0,.286,.399,.460
T. TaylorCF,3,1,0,0,0,0,2,.250,.294,.385,G. HampsonCF,2,0,0,0,0,0,1,.167,.359,.167
team,29,1,4,1,0,4,8,,,,A. ThomasCF,1,0,0,0,0,0,0,.297,.337,.407
,,,,,,,,,,,J. HerreraC,3,0,2,0,0,1,1,.200,.273,.325
,,,,,,,,,,,team,29,5,7,5,1,5,6,,,
J.P. CrawfordSS,4,0,1,0,0,1,1,.292,.416,.398,L. ButlerRF,5,0,0,0,0,0,2,.238,.301,.392
J. Polanco2B,3,1,0,0,0,2,0,.356,.406,.724,B. RookerDH,4,2,3,1,0,1,0,.255,.323,.497
J. RodriguezCF,4,2,3,1,1,0,0,.221,.323,.407,T. SoderstromLF,5,0,3,0,0,0,1,.291,.353,.525
R. ArozarenaDH,3,0,0,0,0,1,1,.218,.367,.403,M. Andujar3B,4,0,2,2,0,0,0,.323,.356,.430
L. RivasPR-DH,0,1,0,0,0,0,0,.341,.471,.366,M. SchuemannPR-3B,0,0,0,0,0,0,0,.233,.281,.367
M. GarverC,4,0,0,0,0,0,2,.214,.371,.286,aS. BrownPH,1,0,0,0,0,0,0,.222,.349,.361
bC. RaleighPH-C,1,0,1,2,0,0,0,.246,.364,.577,S. LangeliersC,4,0,1,0,0,0,0,.227,.293,.437
D. MooreRF,4,0,1,1,0,0,1,.284,.337,.541,J. BledayCF,4,0,0,0,0,0,2,.219,.322,.375
D. Solano1B,3,0,1,0,0,0,1,.148,.161,.167,J. WilsonSS,3,0,1,0,0,1,0,.341,.368,.449
aR. TellezPH-1B,2,0,0,0,0,0,2,.205,.263,.411,N. Kurtz1B,2,1,0,0,0,2,1,.262,.327,.310
B. Williamson3B,4,1,1,0,0,0,2,.254,.284,.338,L. Urias2B,3,0,0,0,0,0,1,.265,.358,.485
M. MastrobuoniLF,4,0,2,1,0,0,1,.238,.319,.286,team,35,3,10,3,0,4,7,,,
team,36,5,10,5,1,4,11,,,,,,,,,,,,,,
S. KwanDH,3,2,1,0,0,2,0,.333,.391,.463,C. AbramsSS,6,1,3,1,0,0,0,.286,.355,.500
D. SchneemannLF,4,1,1,0,0,1,2,.286,.367,.571,A. Rosario3B,5,1,3,2,0,1,1,.279,.300,.441
J. Ramirez3B,4,1,1,1,0,0,2,.271,.333,.442,J. WoodDH,6,0,3,0,0,0,2,.281,.382,.555
C. Santana1B,5,1,1,3,0,0,1,.234,.324,.352,N. Lowe1B,2,1,0,0,0,3,1,.255,.340,.433
G. Arias2B,5,1,4,0,0,0,1,.287,.339,.452,A. CallLF,4,1,2,1,0,1,0,.348,.455,.435
B. NaylorC,4,1,1,0,0,1,1,.200,.296,.400,K. RuizC,4,0,0,0,0,1,1,.295,.348,.385
A. MartinezCF,4,1,1,2,0,0,1,.313,.325,.388,L. Garcia Jr.2B,2,1,1,1,0,1,0,.235,.294,.353
N. JonesRF,2,0,0,0,0,1,1,.163,.287,.302,D. CrewsRF,4,1,0,0,0,0,0,.188,.241,.313
J. NoelRF,0,0,0,0,0,0,0,.174,.194,.290,J. YoungCF,5,0,1,1,0,0,1,.220,.317,.264
B. RocchioSS,4,0,0,1,0,0,1,.165,.235,.198,team,38,6,13,6,0,7,6,,,
team,35,8,10,7,0,5,10,,,,,,,,,,,,,,
J. PenaSS,5,2,2,4,1,0,0,.279,.340,.434,J. ChourioCF,3,0,0,0,0,1,2,.256,.273,.463
J. AltuveDH,5,1,1,0,0,0,0,.252,.299,.364,I. CollinsLF,2,0,0,0,0,2,1,.255,.359,.382
I. Paredes3B,3,1,1,1,0,2,2,.256,.368,.388,C. YelichDH,4,0,0,0,0,0,1,.197,.301,.356
C. Walker1B,4,0,1,0,0,1,0,.205,.276,.341,R. Hoskins1B,4,0,1,0,0,0,0,.266,.377,.422
Y. DiazC,5,0,1,2,0,0,0,.222,.248,.359,D. CameronRF,4,0,1,0,0,0,2,.167,.231,.167
J. MeyersCF,4,2,1,0,0,1,1,.297,.351,.426,C. Durbin2B,3,0,1,0,0,0,1,.224,.313,.328
Z. DezenzoLF,2,2,1,1,0,2,0,.269,.333,.404,V. Capra3B,4,0,0,0,0,0,1,.074,.121,.130
M. DubonLF,1,0,0,0,0,0,0,.216,.259,.255,E. HaaseC,3,1,1,1,1,0,1,.292,.346,.583
B. Rodgers2B,3,1,0,0,0,1,1,.225,.309,.310,J. OrtizSS,3,0,0,0,0,0,0,.175,.235,.206
C. McCormickRF,3,0,0,0,0,0,1,.250,.344,.286,team,30,1,4,1,1,3,9,,,
team,35,9,8,8,1,7,5,,,,,,,,,,,,,,
O. CruzCF,4,0,1,0,0,0,2,.246,.377,.484,L. NootbaarLF,4,1,3,1,0,0,0,.246,.374,.408
B. ReynoldsRF,4,0,0,0,0,0,2,.219,.281,.351,M. WinnSS,4,0,2,2,0,0,0,.267,.343,.433
A. McCutchenDH,3,0,1,0,0,0,0,.257,.350,.400,B. Donovan2B,4,1,1,0,0,0,0,.331,.386,.468
J. BartC,3,0,0,0,0,1,1,.264,.402,.363,W. Contreras1B,3,0,0,0,0,1,2,.245,.331,.388
E. Valdez1B,4,0,0,0,0,0,1,.209,.294,.363,A. BurlesonDH,3,0,0,0,0,0,1,.250,.296,.343
K. Hayes3B,4,0,1,0,0,0,2,.254,.306,.313,aL. BakerPH-DH,1,1,1,0,0,0,0,.235,.366,.324
A. Frazier2B,3,0,0,0,0,0,0,.229,.293,.314,N. Gorman3B,3,0,1,0,0,1,2,.182,.296,.303
T. PhamLF,3,0,1,0,0,0,1,.183,.259,.221,J. WalkerRF,4,0,1,2,0,0,2,.196,.262,.268
L. PegueroSS,3,0,0,0,0,0,1,.167,.167,.167,P. PagesC,4,0,1,0,0,0,2,.239,.260,.380
team,31,0,4,0,0,1,10,,,,V. Scott IICF,2,2,1,0,0,1,0,.289,.359,.412
,,,,,,,,,,,team,32,5,11,5,0,3,9,,,
M. YastrzemskiRF,4,1,1,0,0,1,3,.278,.385,.470,I. HappLF,3,0,0,0,0,1,1,.274,.366,.389
W. AdamesSS,4,0,2,0,0,1,1,.230,.314,.358,K. TuckerDH,3,0,0,0,0,1,0,.284,.395,.547
J. LeeCF,5,0,0,0,0,0,1,.301,.353,.490,S. SuzukiRF,4,0,0,0,0,0,1,.252,.314,.518
M. Chapman3B,3,1,0,0,0,1,2,.220,.360,.417,C. KellyC,4,0,1,0,0,0,1,.348,.488,.773
W. FloresDH,4,1,3,1,0,0,0,.256,.308,.429,J. Turner1B-3B,4,0,0,0,0,0,1,.170,.270,.170
H. RamosLF,3,0,0,0,0,1,1,.252,.321,.420,N. Hoerner2B,4,1,2,0,0,0,0,.281,.322,.348
L. Wade Jr.1B,4,0,2,1,0,0,0,.158,.259,.267,P. Crow-ArmstrongCF,3,0,1,1,0,0,2,.265,.303,.537
S. HuffC,4,0,0,0,0,0,3,.206,.263,.324,D. SwansonSS,2,0,0,0,0,1,0,.236,.288,.439
C. Koss2B,3,0,1,1,0,1,0,.200,.273,.200,J. Berti3B,2,0,0,0,0,0,0,.271,.338,.305
team,34,3,9,3,0,5,11,,,,aM. BuschPH-1B,1,0,0,0,0,0,1,.250,.348,.475
,,,,,,,,,,,team,30,1,4,1,0,3,7,,,
J.P. CrawfordSS,5,0,1,0,0,0,0,.288,.408,.390,J. WilsonSS,5,1,4,1,0,0,1,.357,.383,.476
J. PolancoDH,5,0,1,0,0,0,0,.348,.396,.707,T. Soderstrom1B,4,1,1,0,0,0,1,.290,.350,.517
J. RodriguezCF,5,0,2,0,0,0,0,.228,.325,.407,B. RookerDH,4,0,0,0,0,0,2,.248,.315,.484
C. RaleighC,4,1,1,0,0,1,1,.246,.365,.567,M. Andujar3B,4,1,1,1,0,0,0,.320,.352,.423
R. ArozarenaLF,2,1,1,0,0,2,0,.223,.377,.405,J. BledayCF,4,0,1,2,0,0,0,.220,.320,.379
M. MastrobuoniPR-LF,1,1,0,0,0,0,0,.234,.315,.281,L. ButlerRF,3,1,1,1,1,1,1,.240,.306,.411
R. Tellez1B,4,1,1,3,1,0,2,.208,.262,.442,L. Urias2B,4,0,1,0,0,0,1,.264,.353,.472
L. TaverasRF,4,1,1,1,0,0,2,.250,.250,.250,M. SchuemannPR,0,0,0,0,0,0,0,.233,.281,.367
D. Moore2B,4,1,2,1,0,0,0,.295,.345,.551,S. BrownLF,4,1,1,0,0,0,2,.225,.340,.350
B. Williamson3B,4,0,1,1,0,0,2,.253,.282,.347,J. PeredaC,3,0,0,0,0,0,1,.185,.241,.222
team,38,6,11,6,1,3,7,,,,aS. LangeliersPH,1,0,0,0,0,0,0,.225,.291,.433
,,,,,,,,,,,team,36,5,10,5,1,1,9,,,
F. LindorSS,5,1,2,2,0,0,1,.287,.357,.473,C. CarrollRF,2,1,2,1,1,2,0,.297,.370,.613
J. SotoRF,4,2,2,3,2,0,1,.261,.385,.478,G. PerdomoSS,4,0,1,0,0,0,0,.285,.395,.454
P. Alonso1B,5,0,0,0,0,0,2,.328,.450,.635,P. Smith1B,3,0,0,0,0,1,2,.287,.431,.529
B. NimmoDH,4,0,1,0,0,0,0,.212,.272,.409,J. NaylorDH,4,0,0,0,0,0,0,.299,.377,.455
L. TorrensC,3,1,1,0,0,1,0,.239,.308,.394,E. Suarez3B,3,0,0,0,0,1,2,.197,.287,.462
B. Baty3B,4,0,0,0,0,0,1,.190,.230,.328,L. Gurriel Jr.LF,4,0,0,0,0,0,1,.212,.239,.409
L. Acuna2B,4,1,1,1,0,0,1,.295,.357,.364,A. ThomasCF,4,0,2,0,0,0,0,.305,.343,.421
J. McNeilLF,3,0,1,1,0,0,2,.229,.282,.429,T. Tawa2B,3,0,1,0,0,0,1,.197,.295,.455
J. AzocarPR-LF,0,1,0,0,0,1,0,.294,.333,.294,G. MorenoC,1,0,0,0,0,0,0,.230,.316,.264
T. TaylorCF,3,1,0,0,0,1,0,.242,.292,.374,J. HerreraC,1,0,0,0,0,1,0,.195,.283,.317
team,35,7,8,7,2,3,8,,,,aK. MartePH-2B,1,0,0,0,0,0,0,.262,.380,.333
,,,,,,,,,,,team,30,1,6,1,1,5,6,,,
S. OhtaniDH,2,2,1,0,0,3,0,.299,.411,.620,X. EdwardsSS,4,0,1,0,0,0,0,.252,.325,.286
M. BettsSS,3,1,0,1,0,2,1,.258,.351,.422,K. StowersLF,3,0,1,0,0,0,2,.303,.375,.504
F. Freeman1B,4,1,3,4,0,0,0,.362,.435,.713,R. SimonLF,1,1,1,0,0,0,0,.261,.346,.348
C. TaylorLF,1,0,0,0,0,0,1,.208,.208,.250,E. Wagaman1B,4,0,0,0,0,0,0,.244,.286,.378
A. PagesRF,5,1,2,1,0,0,1,.279,.343,.484,J. SánchezRF,3,0,0,1,0,0,1,.219,.301,.297
M. Muncy3B,5,1,1,0,0,0,2,.177,.304,.274,A. RamirezC,4,0,2,0,0,0,1,.283,.321,.642
M. ConfortoLF,2,0,0,0,0,0,1,.139,.279,.231,M. MervisDH,3,0,0,0,0,1,2,.191,.270,.449
aM. RojasPH,0,0,0,0,0,0,0,.250,.264,.346,D. MyersCF,4,0,0,0,0,0,1,.342,.383,.500
bJ. OutmanPH-CF,2,2,1,3,1,1,1,.200,.429,.800,G. Pauley3B,2,0,0,0,0,1,1,.219,.271,.297
E. Hernández2B-1B,5,1,2,0,0,0,1,.194,.253,.417,J. Sanoja2B,3,0,0,0,0,0,1,.275,.311,.362
H. KimCF-2B,4,1,2,1,0,0,0,.417,.417,.417,team,31,1,5,1,0,2,9,,,
A. BarnesC,4,0,0,0,0,0,3,.225,.244,.300,,,,,,,,,,,
team,37,10,12,10,1,6,11,,,,,,,,,,,,,,
J. Smith1B,5,0,1,0,0,0,2,.323,.396,.475,J. DuranLF,4,0,1,0,0,0,0,.264,.313,.405
W. LangfordLF,4,0,0,0,0,1,2,.270,.348,.500,R. DeversDH,3,0,0,0,0,1,0,.246,.370,.430
C. SeagerSS,5,1,1,1,0,0,0,.281,.330,.438,A. Bregman3B,4,2,3,3,1,0,0,.327,.401,.612
J. PedersonDH,2,0,2,0,0,1,0,.133,.220,.211,K. Campbell2B,4,0,1,0,0,0,0,.287,.385,.461
aB. CrimPH-DH,2,0,0,0,0,0,1,.000,.182,.000,W. AbreuRF,4,2,3,3,2,0,0,.294,.400,.580
M. Semien2B,4,0,0,0,0,0,0,.185,.265,.238,T. StorySS,4,0,0,0,0,0,1,.252,.291,.371
A. GarcíaRF,3,1,1,2,1,0,0,.238,.288,.413,R. Gonzalez1B,3,0,0,0,0,0,0,.308,.362,.423
E. CarterCF,4,0,0,0,0,0,0,.222,.222,.222,A. Toro1B,1,0,0,0,0,0,0,.200,.200,.200
J. HeimC,2,1,1,0,0,1,0,.289,.349,.433,C. WongC,4,1,1,0,0,0,0,.147,.237,.147
J. Jung3B,4,1,2,1,1,0,0,.272,.306,.437,C. RafaelaCF,3,1,2,0,0,0,0,.225,.281,.324
team,35,4,8,4,2,3,5,,,,team,34,6,11,6,3,1,1,,,
B. Stott2B,5,1,2,2,0,0,2,.270,.336,.381,Y. DiazDH,4,0,1,0,0,0,1,.257,.310,.417
T. TurnerSS,4,2,2,2,1,0,0,.307,.375,.394,C. MorelLF,3,0,0,0,0,1,2,.227,.306,.381
E. SosaSS,1,0,0,0,0,0,0,.341,.391,.439,J. Caminero3B,4,0,1,0,0,0,0,.242,.271,.424
B. Harper1B,3,0,1,2,0,1,0,.243,.368,.426,D. JansenC,3,0,0,0,0,1,0,.141,.299,.211
W. Wilson1B,1,0,0,0,0,0,0,.300,.300,.600,C. Mead1B,4,0,0,0,0,0,3,.151,.233,.170
K. SchwarberDH,5,0,2,0,0,0,0,.264,.410,.581,B. Lowe2B,3,0,0,0,0,0,1,.200,.252,.304
N. CastellanosRF,5,0,1,0,0,0,1,.285,.331,.445,J. CaballeroRF,2,0,0,0,0,1,2,.225,.321,.352
B. MarshLF,0,0,0,0,0,0,0,.143,.259,.224,T. WallsSS,3,0,0,0,0,0,1,.179,.260,.226
M. KeplerLF-RF,5,0,1,0,0,0,1,.252,.336,.443,C. SimpsonCF,3,0,0,0,0,0,2,.267,.297,.283
J.T. RealmutoC,3,1,0,0,0,1,2,.235,.307,.374,team,29,0,2,0,0,3,12,,,
R. MarchanC,0,0,0,0,0,0,0,.100,.250,.100,,,,,,,,,,,
A. Bohm3B,4,1,1,0,0,0,2,.237,.273,.311,,,,,,,,,,,
J. RojasCF,3,2,1,1,0,0,1,.303,.342,.409,,,,,,,,,,,
team,39,7,11,7,1,2,9,,,,,,,,,,,,,,
F. Tatis Jr.RF,4,1,1,0,0,1,2,.319,.388,.548,B. RiceDH,4,0,0,0,0,0,1,.254,.351,.553
L. Arraez1B,4,0,0,0,0,1,0,.280,.326,.407,A. JudgeRF,4,0,0,0,0,0,3,.400,.491,.750
M. Machado3B,4,1,2,0,0,1,1,.306,.369,.463,A. WellsC,4,0,0,0,0,0,0,.212,.264,.469
J. MerrillCF,4,1,2,2,1,0,1,.400,.440,.733,P. Goldschmidt1B,4,0,0,0,0,0,1,.341,.391,.464
X. BogaertsSS,4,0,1,1,0,0,2,.246,.331,.341,C. BellingerCF,4,1,2,1,1,0,0,.215,.288,.388
G. SheetsDH,4,0,0,0,0,0,1,.278,.343,.443,A. VolpeSS,4,0,0,0,0,0,2,.229,.313,.420
O. GonzalezLF,3,0,0,0,0,0,3,.220,.246,.237,J. DominguezLF,3,1,0,0,0,1,2,.231,.328,.365
J. HeywardLF,1,0,0,0,0,0,0,.193,.246,.281,O. Cabrera3B,1,1,0,0,0,2,0,.247,.327,.301
J. Iglesias2B,4,0,0,0,0,0,0,.225,.281,.270,J. Vivas2B,1,0,0,0,0,0,1,.100,.308,.100
M. MaldonadoC,4,0,0,0,0,0,1,.204,.218,.278,aT. GrishamPH,1,1,1,2,1,0,0,.292,.376,.640
B. LockridgePR,0,0,0,0,0,0,0,.214,.267,.286,O. Peraza2B,0,0,0,0,0,0,0,.200,.273,.325
E. DiazC,0,0,0,0,0,0,0,.235,.316,.382,bJ.C. EscarraPH,0,0,0,1,0,0,0,.172,.286,.345
team,36,3,6,3,1,3,11,,,,team,30,4,3,4,2,3,10,,,
T. FriedlCF,3,2,2,2,2,1,1,.273,.338,.392,A. VerdugoLF,4,0,0,0,0,0,1,.279,.338,.382
M. McLain2B,4,1,1,0,0,0,2,.168,.294,.290,A. Riley3B,4,1,1,0,0,0,1,.289,.333,.490
E. De La CruzSS,4,0,1,0,0,0,0,.265,.343,.401,M. OzunaDH,3,1,0,0,0,1,1,.268,.428,.438
G. LuxDH,4,1,2,1,0,0,0,.302,.396,.422,M. Olson1B,4,0,1,1,0,0,3,.227,.365,.406
S. Espinal3B,3,0,0,0,0,1,1,.322,.378,.378,O. Albies2B,3,0,0,1,0,0,2,.239,.297,.373
S. Steer1B,4,0,0,0,0,0,1,.186,.262,.297,M. Harris IICF,4,0,1,0,0,0,1,.216,.233,.331
T. StephensonC,3,0,1,1,0,1,1,.200,.333,.450,E. WhiteRF,3,0,1,0,0,0,1,.303,.343,.545
J. HurtubiseLF,4,0,0,0,0,0,1,.083,.267,.083,aE. RosarioPH,1,0,0,0,0,0,1,.000,.000,.000
B. DunnLF,0,0,0,0,0,0,0,.155,.329,.241,D. BaldwinC,3,1,2,1,1,0,0,.271,.338,.458
R. HindsRF,3,0,0,0,0,0,2,.000,.000,.000,N. AllenSS,3,0,0,0,0,0,2,.256,.309,.300
team,32,4,7,4,2,3,9,,,,team,32,3,6,3,1,1,13,,,
C. MullinsCF,4,0,0,0,0,0,1,.237,.357,.458,B. BuxtonCF,4,1,2,3,1,0,1,.274,.306,.541
G. HendersonSS,4,0,1,0,0,0,0,.252,.297,.414,T. LarnachRF,4,0,0,0,0,0,1,.223,.311,.331
A. RutschmanC,4,0,1,0,0,0,1,.212,.316,.347,G. JaxP,0,0,0,0,0,0,0,.000,.000,.000
R. O'HearnDH,4,0,2,0,0,0,0,.304,.379,.576,J. DuranP,0,0,0,0,0,0,0,.000,.000,.000
R. Mountcastle1B,4,0,1,0,0,0,1,.205,.244,.313,R. JeffersC,4,0,0,0,0,0,1,.265,.345,.408
J. Holliday2B,3,0,0,0,0,1,1,.263,.333,.421,T. France1B,3,0,2,0,0,1,0,.263,.336,.391
R. LaureanoLF,4,2,2,1,1,0,1,.207,.254,.483,C. CorreaSS,4,0,0,0,0,0,1,.226,.262,.331
H. KjerstadRF,4,0,2,1,0,0,1,.222,.260,.356,B. Lee3B,4,0,2,0,0,0,0,.254,.312,.380
E. Rivera3B,3,0,1,0,0,0,1,.273,.333,.273,R. LewisDH,2,0,0,0,0,1,0,.000,.143,.000
team,34,2,10,2,1,1,7,,,,D. Keirsey Jr.PR-RF,0,1,0,0,0,0,0,.069,.069,.069
,,,,,,,,,,,W. CastroLF-2B,3,1,1,0,0,0,1,.236,.304,.361
,,,,,,,,,,,K. Clemens2B,1,1,0,0,0,0,1,.143,.200,.429
,,,,,,,,,,,aH. BaderPH-LF,1,1,1,2,1,0,0,.287,.368,.457
,,,,,,,,,,,team,30,5,8,5,2,2,6,,,
J. PalaciosRF,4,0,0,0,0,0,2,.179,.303,.232,M. Garcia3B,3,0,2,0,0,0,0,.323,.392,.496
M. Vargas1B,4,1,2,0,0,0,0,.225,.320,.333,B. Witt Jr.SS,4,1,1,2,1,0,1,.308,.380,.507
L. Robert Jr.CF,4,0,1,1,0,0,0,.190,.303,.339,V. PasquantinoDH,4,0,2,0,0,0,1,.210,.265,.385
M. ThaissC,3,0,1,0,0,1,0,.233,.397,.350,S. Perez1B,4,0,0,0,0,0,0,.233,.282,.368
M. TaylorPR,0,0,0,0,0,0,0,.197,.250,.338,C. BiggioRF,3,0,1,0,0,0,0,.192,.323,.250
A. VaughnDH,4,0,0,0,0,0,2,.182,.221,.285,aM. CanhaPH,1,0,0,0,0,0,0,.294,.375,.353
B. BaldwinLF,4,0,1,0,0,0,2,.250,.282,.385,H. RenfroeRF,0,0,0,0,0,0,0,.160,.229,.200
J. Rojas3B,4,0,1,0,0,0,1,.333,.455,.333,M. Massey2B,4,0,1,0,0,0,1,.198,.211,.256
L. Sosa2B,3,0,0,0,0,0,2,.246,.269,.325,D. WatersLF,3,0,1,0,0,0,0,.275,.326,.413
J. AmayaSS,2,0,0,0,0,0,0,.091,.117,.109,L. MaileC,3,1,1,0,0,0,0,.333,.429,.833
aN. MatonPH,1,0,0,0,0,0,1,.170,.290,.321,K. IsbelCF,3,0,1,0,0,0,0,.250,.253,.391
C. MeidrothSS,0,0,0,0,0,0,0,.245,.362,.265,team,32,2,10,2,1,0,3,,,
team,33,1,6,1,0,1,10,,,,,,,,,,,,,,
K. CarpenterRF,5,0,1,0,0,0,1,.291,.311,.538,B. DoyleCF,5,0,1,1,0,0,1,.223,.277,.379
G. Torres2B,4,0,1,1,0,0,0,.289,.353,.467,J. BeckLF,5,1,2,1,0,0,0,.269,.333,.551
C. KeithDH,3,0,2,1,0,0,0,.207,.349,.333,R. McMahon3B,4,2,4,2,1,1,0,.193,.312,.353
aJ. MalloyPH-DH,2,0,0,0,0,0,1,.167,.333,.267,H. GoodmanC,5,0,1,0,0,0,2,.271,.344,.441
R. GreeneLF,4,1,0,0,0,1,1,.266,.315,.475,M. Toglia1B,4,1,3,2,1,1,0,.215,.273,.372
S. Torkelson1B,5,1,1,1,0,0,1,.233,.344,.535,N. MartiniDH,2,0,0,0,0,0,0,.235,.316,.265
Z. McKinstry3B,3,1,0,0,0,2,2,.283,.376,.416,aS. BouchardPH-DH,2,0,0,0,0,0,1,.164,.246,.255
D. DinglerC,3,2,0,0,0,1,1,.292,.313,.479,bK. FarmerPH-DH,1,0,0,0,0,0,1,.237,.265,.330
T. SweeneySS,4,2,3,0,0,1,0,.252,.336,.378,M. MoniakRF,4,1,1,0,0,1,1,.207,.277,.413
J. BaezCF,5,1,2,4,0,0,2,.313,.352,.475,A. TrejoSS,4,1,1,0,0,1,1,.231,.259,.308
team,38,8,10,7,0,5,9,,,,A. Amador2B,4,0,0,0,0,1,1,.163,.234,.302
,,,,,,,,,,,team,40,6,13,6,2,5,8,,,
B. BichetteSS,4,0,1,2,0,1,1,.277,.315,.368,Z. NetoSS,3,1,1,0,0,1,2,.292,.343,.554
V. Guerrero Jr.1B,4,1,2,0,0,1,1,.281,.369,.422,N. Schanuel1B,3,1,2,0,0,2,0,.248,.331,.359
A. SantanderDH,5,0,2,1,0,0,0,.188,.271,.333,T. WardLF,5,0,0,0,0,0,3,.180,.225,.376
G. SpringerRF,4,0,0,0,0,0,3,.304,.405,.520,J. SolerRF,4,0,2,3,0,1,1,.230,.293,.437
A. KirkC,4,0,1,0,0,0,0,.269,.292,.352,L. O'HoppeDH,4,0,0,0,0,0,3,.283,.321,.547
E. Clement3B-2B,4,1,1,0,0,0,1,.225,.255,.292,Y. Moncada3B,3,1,2,1,1,0,1,.250,.400,.536
A. Gimenez2B,3,1,1,0,0,0,0,.195,.273,.305,T. d'ArnaudC,4,0,0,0,0,0,2,.217,.265,.304
A. Barger3B,1,0,1,0,0,0,0,.162,.225,.243,L. Rengifo2B,2,0,0,0,0,1,1,.210,.246,.277
M. StrawCF,4,1,2,1,0,0,1,.288,.323,.390,K. Newman2B,0,0,0,0,0,0,0,.161,.161,.161
J. ClaseLF,4,0,1,0,0,0,1,.125,.125,.125,aJ. AdellPH-CF,1,0,0,0,0,0,1,.181,.222,.319
team,37,4,12,4,0,2,8,,,,K. ParisCF-2B,3,2,2,1,1,1,0,.228,.311,.478
,,,,,,,,,,,team,32,5,9,5,2,6,14,,,
G. HendersonSS,5,0,1,0,0,0,2,.250,.293,.405,B. BuxtonCF,2,2,0,0,0,2,0,.270,.311,.533
J. Holliday2B,5,1,1,0,0,0,1,.260,.327,.410,T. LarnachDH,4,1,1,1,1,0,2,.224,.309,.351
R. O'HearnRF,3,0,1,0,0,0,0,.305,.383,.568,B. Lee2B-3B,4,1,1,2,0,0,3,.253,.309,.387
R. Mountcastle1B,3,0,1,1,0,0,1,.209,.244,.322,T. France1B,4,0,3,2,0,0,1,.277,.346,.401
R. LaureanoCF-LF,3,1,1,0,0,1,0,.213,.269,.492,C. CorreaSS,3,0,0,0,0,1,0,.221,.262,.324
H. KjerstadLF,4,0,0,0,0,0,3,.213,.250,.340,W. CastroRF-2B,4,0,0,0,0,0,3,.224,.289,.342
C. MullinsCF,0,0,0,0,0,0,0,.237,.357,.458,R. Lewis3B,3,0,0,0,0,0,1,.000,.100,.000
C. MayoDH,4,0,1,0,0,0,1,.083,.154,.083,D. Keirsey Jr.RF,0,0,0,0,0,0,0,.069,.069,.069
E. Rivera3B,4,0,3,1,0,0,1,.400,.438,.533,H. BaderLF,1,1,0,0,0,2,0,.284,.376,.453
